,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
398,Les Tamaris 2,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.637925,9.338899,2 corsu Napoleonu San  Ciprianu,20137,+33 6 09 09 54 69,residence.tamaris.portovecchio@wanadoo.fr,https://www.tamaris-2.fr/,Lecci,Résidence de tourisme à caractère familial pour des vacances avec enfants à proximité de la plage et des commerces. Ensemble de 12 maisons groupées par 3 avec chacune une terrasse et jardin privatif.
403,Balanea,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.607562,8.888071,Route d'Algajola,20256,+33 4 95 60 11 77,contact@balanea.net,http://www.balanea.net/,Corbara,"Petit camping familial situé sur un terrain ombragé de chênes, d'eucalyptus, de saules et de mimosas, à 1 km à vole d'oiseau de la magnifique plage de sable fin d'Algajola. Très apprécié pour son ombrage et ses emplacements spacieux."
404,Casa Legna,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.605477,8.884297,Lieu dit Biccalli Route du Ranch,20220,+33 4 95 34 03 64,contact@casalegna.com,https://www.casalegna.com/,Pigna,L'Hôtel Ecolodge Casa Legna vous accueille dans un écrin de verdure au coeur de la vallée de Pigna. C'est dans un environnement exceptionnel que vous séjournerez dans un confort de haut standing et de bien-être inoubliable.
407,Village de L'Ostriconi - Camping,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.653704,9.06709,Route du bord de mer - T30 Village Camping de l'Ostriconi,20226,+33 4 95 60 10 05,info@village-ostriconi.com,http://www.village-ostriconi.com/,Palasca,"En pleine nature, au cœur du maquis corse, à la limite de l'Agriate, le camping de l'Ostriconi vous accueille pour des vacances sous le signe de la détente. Vous séjournerez dans un confort agréable avec de nombreuses distractions pour toute la famille."
417,Cala Di Sole,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.637556,9.346176,68 Corsu Napoleoni San Ciprianu,20137,+33 4 95 71 66 74,contact@terrazzoni.com,http://www.caladisole-corse.com/,Lecci,"La Résidence Cala di Sole, près de Porto-Vecchio en Corse du Sud (Commune de Lecci), vous propose ses 8 charmants appartements joliment aménagés avec vue sur la mer ou/et sur le lac marin de Saint Cyprien."
422,Petralegna - Jardins du Golfe,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.57332,9.28991,Route de Palombaggia Les Jardins du Golfe,20137,+33 6 44 67 59 49,contact@petralegna.com,https://www.petralegna.com/,Porto-Vecchio,"Profiter du calme et de la sérénité de PetraLegna situé au cœur d’une forêt de chênes-lièges, entre mer et montage. Tous les hébergements sont climatisés pour un séjour à proximité de Porto-Vecchio et des plus belles plages de Corse."
424,Corse Nautic Escape,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.38927,9.162383,Port de Plaisance Port de Bonifacio 20169 Bonifacio,20169,+33 7 57 46 55 61,hello@corse-nautic-escape.com,https://www.corse-nautic-escape.com/,Bonifacio,"Voguez d’île en île, au cœur des plus beaux sites sauvages du Sud de la Corse, du Parc Marin International des Bouches de Bonifacio. Les archipels des îles Lavezzi et des îles de la Maddalena n’attendent que vous !"
428,Napoléon Bonaparte,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.633454,8.939181,3 Place Paoli,20220,+33 4 95 60 06 09,napoleon@langley.eu,http://www.langleyhotels.eu/fr/our-hotels/resort-napoleon-bonaparte/,L'Île-Rousse,"Ancien château construit en 1837 par Sébastien Piccioni, transformé en 1929 en hôtel de tourisme, l'Hôtel Napoléon Bonaparte fait partie des établissements de vacances les plus chargés d'histoire de toute la Corse."
429,E Cinque Arcate,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.411585,8.682825,Pont des Cinque Arcate,20245,+33 4 95 62 02 54,arcades@wanadoo.fr,https://www.hotelcorse-galeria.com/fr,Galéria,"Cet hôtel situé en Balagne vous séduira par sa situation à la fois proche du village de Galeria et sa proximité avec la célèbre rivière du Fangu.
Vous pourrez également profiter de moment de détente sur sa grande terrasse. Bonnes vacances en Corse !"
430,Hostellerie L'Abbaye,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.563826,8.75423,Route de Santore,20260,+33 4 95 65 04 27,abbaye.hotel@wanadoo.fr,http://www.hostellerie-abbaye.com/,Calvi,"Réservez dès à présent votre hôtel de charme en Corse...
Aménagé dans les murs de l'ancien couvent St François du XVIème siècle, l'hostellerie de l'Abbaye se situe en Balagne, à 150 m. du centre ville et 200 m. de la plage de sable fin de Calvi."
432,Corse Émotion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.268743,8.693389,Place de la Marine Porto Hôtel des Flots Bleus,20150,+33 6 68 58 94 94,corse-emotion@orange.fr,http://www.corse-emotion.com/,Ota,"Venez découvrir les sites de SCANDOLA, les calanques de Piana, Capo Rosso, Girolata et le fond du golfe de Porto à bord de bateaux de 12 places et de notre semi sous-marin et faites votre choix avec des balades de 45 mn à 3h"
437,Mare Bellu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.066179,8.737414,Centre village Tiuccia,20111,+33 6 99 32 03 08,contact@mare-bellu.com,http://www.mare-bellu.com/,Casaglione,"Mare Bellu propose des excursions en mer pour visiter les calanques de Piana, Girolata, Scandola, îles Sanguinaires et Bonifacio. Visite des grottes, baignades, apéritif et coucher de soleil. En petit comité avec des bateaux tout confort et tout équipés."
441,Les Toits de Santa Giulia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.542769,9.281129,Route de Petriaggione,20137,+33 4 95 70 02 54,contact@asantagiulia.com,http://www.asantagiulia.com/,Porto-Vecchio,Un sentiment immense de quiétude s'installe dès que l'on pénètre cet écrin de verdure où se nichent coquettement 15 demeures de charme et une piscine chauffée. Un nid confortable dans un écrin de verdure à 1300 mètre de la magnifique plage de Santa Giulia
442,Christophe Colomb,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.568301,8.757606,Place Bel Ombra,20260,+33 4 95 65 06 04,hotelchristophecolombcalvi@gmail.com,http://www.hotelchristophecolomb.com/,Calvi,"Optez pour cet hôtel-restaurant de charme, entièrement rénové, en centre ville, face à la mer et à la Citadelle de Calvi pour votre séjour en Balagne et en Corse."
443,Le Saint Christophe,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.568729,8.75694,Place Bel Ombra,20260,+33 4 95 65 05 74,info@hotel-saint-christophe.com,http://www.hotel-saint-christophe.com/,Calvi,"Avec la citadelle pour confidente et la mer à ses pieds, le Saint Christophe offre une vue exceptionnelle avec pour horizon un séjour inoubliable en Balagne, doux comme le sable des plages environnantes et fort comme les contrastes des paysages de Corse."
444,Office de Tourisme de L'Île-Rousse Balagne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,42.633765,8.940127,Avenue Calizi,20220,+33 4 95 60 04 35,info@ileroussetourisme.com,https://www.balagne-corsica.com/<>https://balagne-corsica.com/office-de-tourisme-lile-rousse-balagne/,L'Île-Rousse,L'Office de Tourisme de L'Île-Rousse est à votre entière disposition pour l'organisation de votre séjour en Balagne et en Corse. Nos conseillers en séjour sont à votre écoute et répondent à toutes vos questions.
450,La Matonara,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.595187,9.274362,Les 4 chemins Lieu dit Matonara,20137,+33 4 95 70 37 05,lamatonara@wanadoo.fr,http://www.camping-matonara.fr/,Porto-Vecchio,"Camp de vacances de 10 hectares de chênes-lièges et d'oliviers séculaires à proximité des 4 chemins, à l'entrée nord de Porto-Vecchio à proximité de tous les commerces mais à l'écart des embarras.
Nous louons également des chalets de 4/5 personnes."
451,Palazzu Pigna,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.599914,8.902531,Pigna,20220,+33 4 95 35 16 47,palazzupigna@wanadoo.fr,http://www.palazzu-pigna.com/,Pigna,"En haut du village de la musique et de l'artisanat : PIGNA, l'hôtel d'hôtes,  vous accueille dans une demeure familiale du XVIIIe. Vous logerez dans des suites simples, spacieuses, raffinées avec vue  panoramique sur la mer et les montagnes alentours ."
455,Case Latine,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.575048,9.171653,Route du haut du village,20218,+33 6 22 37 14 16,info@caselatine.com,http://www.caselatine.com/,Lama,"Magnifique hôtel de caractère situé à flanc de colline au cœur du village de Lama, offrant une vue imprenable sur la vallée de l'Ostriconi à 15 km des plages de Balagne et 20 km des Agriates."
456,Les Cigales,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.595387,9.270487,Rue Antoine Filippi Résidence Les Cigales,20137,+33 4 95 70 06 66,lescigalessudcorse@wanadoo.fr,,Porto-Vecchio,"Situées dans un parc boisé, fleuri et calme, à 15/20 minutes des belles plages et 5 du centre du village.
Nos mini-villas, entièrement équipées, disposent de terrasses couvertes, salons de jardin et barbecues, wifi, climatisation, parking."
